customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn;SampleWeight
"9483-GCPWE";"Male";0;"No";"Yes";9;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Mailed check";20,100000;190,250000;"No";2,768325
"4227-OJHAL";"Female";0;"Yes";"Yes";68;"Yes";"Yes";"DSL";"Yes";"Yes";"Yes";"No";"Yes";"No";"One year";"Yes";"Credit card (automatic)";73,000000;5163,000000;"No";2,768325
"2103-ZRXFN";"Male";0;"No";"No";1;"Yes";"Yes";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Mailed check";50,750000;50,750000;"No";2,768325
"2839-RFSQE";"Female";0;"No";"No";2;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";20,650000;38,700000;"Yes";1,000000
"7010-ZMVBF";"Female";0;"Yes";"Yes";18;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";20,450000;357,000000;"No";2,768325
"0968-GSIKN";"Female";0;"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Mailed check";70,800000;70,800000;"Yes";1,000000
"3635-QQRQD";"Male";0;"No";"No";62;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"Yes";"Credit card (automatic)";20,050000;1201,650000;"No";2,768325
"2391-SOORI";"Male";0;"No";"Yes";4;"Yes";"No";"DSL";"Yes";"No";"No";"No";"No";"No";"Month-to-month";"No";"Electronic check";49,350000;219,650000;"Yes";1,000000
"1548-ARAGG";"Female";0;"Yes";"Yes";4;"Yes";"Yes";"DSL";"No";"Yes";"No";"Yes";"No";"No";"Month-to-month";"Yes";"Mailed check";58,500000;224,850000;"No";2,768325
"8443-ZRDBZ";"Male";0;"No";"No";4;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";76,050000;318,900000;"Yes";1,000000
"7479-NITWS";"Male";0;"No";"No";7;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"No";"Month-to-month";"Yes";"Credit card (automatic)";89,350000;631,850000;"Yes";1,000000
"0430-IHCDJ";"Male";0;"No";"No";15;"Yes";"Yes";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";49,000000;749,250000;"No";2,768325
"6674-KVJHG";"Female";0;"No";"No";11;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Electronic check";25,200000;245,150000;"No";2,768325
"4201-JMNGR";"Female";1;"No";"No";1;"Yes";"No";"DSL";"Yes";"No";"Yes";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";55,800000;55,800000;"Yes";1,000000
"9351-HXDMR";"Male";0;"Yes";"No";72;"Yes";"Yes";"Fiber optic";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Credit card (automatic)";110,900000;8240,850000;"No";2,768325
"1866-RZZQS";"Male";1;"No";"No";41;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";98,400000;4187,750000;"Yes";1,000000
"3453-RTHJQ";"Male";0;"No";"No";6;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";69,100000;435,000000;"No";2,768325
"6712-OAWRH";"Female";1;"No";"No";26;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";91,250000;2351,800000;"Yes";1,000000
"2800-QQUSO";"Male";0;"No";"No";42;"Yes";"Yes";"Fiber optic";"No";"No";"No";"Yes";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";100,300000;4222,950000;"No";2,768325
"2533-QVMSK";"Male";0;"Yes";"No";61;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"Yes";"Yes";"No";"Two year";"Yes";"Electronic check";94,100000;5638,300000;"Yes";1,000000
"8625-AZYZY";"Male";0;"Yes";"No";24;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";104,650000;2542,450000;"Yes";1,000000
"6701-YVNQG";"Male";0;"Yes";"No";72;"Yes";"Yes";"DSL";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Credit card (automatic)";88,700000;6301,700000;"No";2,768325
"1833-VGRUM";"Female";1;"No";"No";1;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";74,200000;74,200000;"Yes";1,000000
"6946-LMSQS";"Male";1;"Yes";"No";25;"Yes";"Yes";"Fiber optic";"Yes";"No";"No";"No";"No";"Yes";"One year";"Yes";"Electronic check";89,050000;2177,450000;"Yes";1,000000
"4626-OZDTJ";"Female";0;"Yes";"No";51;"Yes";"Yes";"DSL";"No";"Yes";"No";"Yes";"Yes";"Yes";"One year";"Yes";"Credit card (automatic)";78,650000;3950,850000;"No";2,768325
"9169-BSVIN";"Male";0;"No";"No";12;"Yes";"Yes";"DSL";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"No";"Bank transfer (automatic)";74,750000;827,050000;"No";2,768325
"2325-ZUSFD";"Female";0;"Yes";"Yes";57;"Yes";"No";"DSL";"Yes";"No";"No";"No";"Yes";"Yes";"One year";"Yes";"Bank transfer (automatic)";70,100000;3913,300000;"Yes";1,000000
"3932-CMDTD";"Female";0;"No";"No";4;"Yes";"No";"Fiber optic";"No";"Yes";"Yes";"Yes";"Yes";"Yes";"One year";"Yes";"Electronic check";105,650000;443,900000;"Yes";1,000000
"0812-WUPTB";"Male";1;"Yes";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Mailed check";70,850000;70,850000;"Yes";1,000000
"3594-UVONA";"Female";0;"No";"No";35;"Yes";"Yes";"DSL";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"One year";"Yes";"Credit card (automatic)";85,950000;3110,100000;"Yes";1,000000
"1767-TGTKO";"Female";0;"Yes";"Yes";8;"Yes";"No";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";45,450000;411,750000;"No";2,768325
"5089-IFSDP";"Female";0;"Yes";"No";58;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Two year";"Yes";"Bank transfer (automatic)";109,450000;6144,550000;"Yes";1,000000
"5854-KSRBJ";"Male";0;"Yes";"Yes";70;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Mailed check";25,400000;1782,050000;"No";2,768325
"4817-VYYWS";"Female";0;"No";"No";30;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";100,200000;2983,800000;"Yes";1,000000
"2018-PZKMU";"Male";0;"Yes";"Yes";9;"Yes";"No";"Fiber optic";"No";"No";"Yes";"Yes";"Yes";"Yes";"Month-to-month";"No";"Electronic check";103,100000;970,450000;"No";2,768325
"9278-VZKCD";"Female";1;"Yes";"No";52;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";109,100000;5647,950000;"No";2,768325
"8008-OTEZX";"Female";0;"Yes";"Yes";35;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Mailed check";19,650000;708,800000;"No";2,768325
"5759-RCVCB";"Female";0;"No";"No";3;"No";"No phone service";"DSL";"No";"No";"No";"No";"Yes";"No";"Month-to-month";"No";"Credit card (automatic)";35,200000;108,950000;"Yes";1,000000
"0991-BRRFB";"Male";0;"No";"No";18;"Yes";"No";"DSL";"Yes";"No";"No";"No";"No";"No";"Month-to-month";"No";"Electronic check";49,400000;874,800000;"Yes";1,000000
"9025-AOMKI";"Female";0;"No";"No";6;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Bank transfer (automatic)";93,550000;536,400000;"Yes";1,000000
"4390-KYULV";"Male";0;"Yes";"No";3;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"Yes";"Credit card (automatic)";20,550000;51,150000;"Yes";1,000000
"8849-PRIQJ";"Female";0;"Yes";"Yes";67;"Yes";"Yes";"Fiber optic";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"One year";"Yes";"Electronic check";109,400000;7281,600000;"No";2,768325
"8851-RAGOV";"Female";0;"Yes";"No";25;"Yes";"No";"DSL";"Yes";"Yes";"No";"Yes";"No";"Yes";"Month-to-month";"Yes";"Mailed check";71,050000;1837,700000;"No";2,768325
"1304-NECVQ";"Female";1;"No";"No";2;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";78,550000;149,550000;"Yes";1,000000
"4324-AHJKS";"Female";0;"No";"No";5;"Yes";"No";"DSL";"Yes";"No";"Yes";"No";"No";"No";"Month-to-month";"No";"Credit card (automatic)";55,800000;300,400000;"No";2,768325
"2019-HDCZY";"Male";0;"Yes";"No";63;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Two year";"No";"Electronic check";102,600000;6296,750000;"No";2,768325
"8972-HJWNV";"Female";1;"Yes";"No";7;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";84,550000;646,850000;"Yes";1,000000
"8515-OCTJS";"Female";0;"No";"No";25;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Credit card (automatic)";24,750000;692,100000;"Yes";1,000000
"8868-WOZGU";"Male";0;"No";"No";28;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";105,700000;2979,500000;"Yes";1,000000
"5884-FBCTL";"Female";0;"Yes";"Yes";72;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Bank transfer (automatic)";25,100000;1857,850000;"No";2,768325
"7130-CTCUS";"Male";1;"Yes";"No";16;"Yes";"No";"DSL";"Yes";"Yes";"No";"No";"No";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";54,550000;825,100000;"No";2,768325
"1731-TVIUK";"Female";0;"No";"No";4;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"Yes";"No";"Yes";"Month-to-month";"Yes";"Electronic check";93,500000;362,200000;"Yes";1,000000
"1395-WSWXR";"Male";0;"No";"No";24;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Mailed check";20,750000;487,050000;"No";2,768325
"6023-GSSXW";"Female";0;"Yes";"No";69;"Yes";"No";"DSL";"No";"Yes";"No";"No";"No";"Yes";"Two year";"Yes";"Credit card (automatic)";61,450000;4131,200000;"No";2,768325
"5276-KQWHG";"Female";1;"No";"No";2;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";69,600000;131,650000;"Yes";1,000000
"2565-JSLRY";"Male";0;"No";"No";1;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"Yes";"Mailed check";24,050000;24,050000;"Yes";1,000000
"1073-XXCZD";"Male";0;"Yes";"No";55;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Bank transfer (automatic)";25,700000;1443,650000;"No";2,768325
"6689-KXGBO";"Female";0;"No";"No";1;"Yes";"No";"DSL";"No";"Yes";"No";"No";"No";"No";"Month-to-month";"No";"Electronic check";50,550000;50,550000;"Yes";1,000000
"2969-WGHQO";"Female";0;"Yes";"Yes";7;"Yes";"No";"DSL";"Yes";"Yes";"Yes";"No";"Yes";"No";"One year";"No";"Electronic check";69,450000;477,050000;"No";2,768325
"6615-NGGZJ";"Male";0;"No";"No";14;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";100,550000;1415,550000;"Yes";1,000000
"4255-DDUOU";"Female";0;"Yes";"Yes";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"Yes";"Mailed check";20,500000;20,500000;"Yes";1,000000
"5590-YRFJT";"Female";0;"Yes";"No";20;"No";"No phone service";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";24,450000;482,800000;"Yes";1,000000
"3677-TNKIO";"Female";0;"No";"No";14;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Credit card (automatic)";71,000000;914,000000;"Yes";1,000000
"9667-EQRXU";"Female";1;"No";"No";30;"No";"No phone service";"DSL";"No";"No";"Yes";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";40,300000;1172,950000;"Yes";1,000000
"3329-WDIOK";"Female";0;"No";"No";3;"No";"No phone service";"DSL";"No";"Yes";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";50,600000;155,350000;"Yes";1,000000
"2873-ZLIWT";"Female";0;"Yes";"Yes";40;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"Yes";"No";"No";"Month-to-month";"Yes";"Electronic check";84,850000;3303,050000;"Yes";1,000000
"3415-TAILE";"Female";0;"Yes";"Yes";2;"Yes";"No";"DSL";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"No";"Mailed check";65,700000;134,350000;"Yes";1,000000
"1915-IOFGU";"Female";0;"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Electronic check";70,500000;70,500000;"Yes";1,000000
"3045-XETSH";"Female";0;"No";"No";10;"Yes";"Yes";"Fiber optic";"No";"Yes";"Yes";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";94,850000;953,450000;"Yes";1,000000
"4872-VXRIL";"Male";0;"No";"No";56;"Yes";"Yes";"DSL";"Yes";"Yes";"No";"Yes";"No";"No";"One year";"Yes";"Bank transfer (automatic)";64,650000;3665,550000;"No";2,768325
"9938-TKDGL";"Male";0;"Yes";"Yes";68;"Yes";"No";"Fiber optic";"Yes";"No";"No";"Yes";"Yes";"Yes";"Two year";"Yes";"Electronic check";99,550000;6668,000000;"No";2,768325
"0946-CLJTI";"Male";1;"Yes";"No";58;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";98,700000;5812,600000;"Yes";1,000000
"6199-IPCAO";"Female";0;"Yes";"Yes";29;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Mailed check";26,100000;692,550000;"No";2,768325
"0324-BRPCJ";"Female";1;"Yes";"No";68;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";100,200000;6851,650000;"Yes";1,000000
"2235-EZAIK";"Female";0;"Yes";"No";72;"Yes";"Yes";"DSL";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Two year";"No";"Credit card (automatic)";79,200000;5401,900000;"No";2,768325
"4282-YMKNA";"Female";0;"No";"No";9;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";74,750000;706,600000;"Yes";1,000000
"9189-JWSHV";"Female";1;"Yes";"No";24;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";93,550000;2264,050000;"Yes";1,000000
"0746-JTRFU";"Male";0;"No";"No";2;"No";"No phone service";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";25,050000;56,350000;"Yes";1,000000
"4628-CTTLA";"Male";0;"No";"No";57;"No";"No phone service";"DSL";"No";"Yes";"No";"No";"Yes";"No";"Month-to-month";"Yes";"Electronic check";39,300000;2111,450000;"Yes";1,000000
"6834-NXDCA";"Female";0;"No";"No";13;"No";"No phone service";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";23,900000;300,800000;"Yes";1,000000
"8670-MEFCP";"Female";0;"Yes";"Yes";36;"Yes";"Yes";"DSL";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Two year";"Yes";"Credit card (automatic)";92,900000;3379,250000;"No";2,768325
"2748-MYRVK";"Female";0;"No";"No";63;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"Yes";"Yes";"One year";"No";"Bank transfer (automatic)";99,900000;6137,000000;"Yes";1,000000
"9821-POOTN";"Male";0;"Yes";"No";35;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";75,200000;2576,200000;"Yes";1,000000
"6559-ILWKJ";"Male";0;"Yes";"No";71;"No";"No phone service";"DSL";"No";"Yes";"No";"No";"Yes";"Yes";"Two year";"No";"Electronic check";49,350000;3515,250000;"Yes";1,000000
"4229-CZMLL";"Male";0;"No";"No";6;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";74,900000;469,800000;"Yes";1,000000
"3663-MITLP";"Female";0;"No";"No";15;"Yes";"No";"Fiber optic";"No";"Yes";"Yes";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";101,250000;1457,250000;"Yes";1,000000
"0495-ZBNGW";"Male";1;"Yes";"No";5;"Yes";"Yes";"Fiber optic";"No";"No";"Yes";"No";"No";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";79,900000;343,950000;"Yes";1,000000
"1768-HNVGJ";"Female";1;"No";"No";45;"Yes";"Yes";"DSL";"Yes";"No";"No";"Yes";"No";"Yes";"Month-to-month";"Yes";"Electronic check";70,050000;3062,450000;"No";2,768325
"1166-PQLGG";"Female";0;"Yes";"Yes";72;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Bank transfer (automatic)";19,550000;1463,450000;"No";2,768325
"8706-HRADD";"Male";0;"No";"No";21;"No";"No phone service";"DSL";"Yes";"No";"No";"Yes";"Yes";"No";"Month-to-month";"Yes";"Mailed check";43,550000;1011,500000;"No";2,768325
"4385-ZKVNW";"Male";0;"Yes";"Yes";44;"Yes";"No";"DSL";"No";"Yes";"No";"Yes";"No";"No";"Month-to-month";"Yes";"Bank transfer (automatic)";54,900000;2549,100000;"No";2,768325
"4228-ZGYUW";"Male";0;"No";"No";4;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Electronic check";90,050000;368,100000;"Yes";1,000000
"7602-DBTOU";"Female";0;"Yes";"No";71;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Mailed check";19,600000;1416,500000;"No";2,768325
"3519-ZKXGG";"Female";0;"Yes";"No";3;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";75,850000;256,600000;"Yes";1,000000
"3066-RRJIO";"Female";0;"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Mailed check";69,950000;69,950000;"Yes";1,000000
"6124-ACRHJ";"Female";0;"No";"No";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"No";"Mailed check";19,750000;19,750000;"No";2,768325
"6867-ACCZI";"Female";0;"Yes";"Yes";24;"No";"No phone service";"DSL";"Yes";"Yes";"Yes";"Yes";"No";"Yes";"Two year";"Yes";"Mailed check";52,500000;1208,150000;"No";2,768325
"9360-AHGNL";"Female";1;"Yes";"No";43;"Yes";"Yes";"Fiber optic";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"One year";"Yes";"Mailed check";109,550000;4830,250000;"Yes";1,000000
"1087-UDSIH";"Female";0;"No";"No";3;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"Yes";"Mailed check";19,600000;59,750000;"Yes";1,000000
"5445-PZWGX";"Male";0;"No";"No";62;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"No";"Yes";"No";"Yes";"One year";"No";"Electronic check";102,000000;6529,250000;"Yes";1,000000
"3814-MLAXC";"Female";0;"No";"No";31;"Yes";"Yes";"Fiber optic";"No";"No";"No";"Yes";"No";"No";"Month-to-month";"Yes";"Credit card (automatic)";79,850000;2404,150000;"Yes";1,000000
"2692-PFYTJ";"Female";0;"No";"No";1;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"Yes";"Mailed check";25,750000;25,750000;"No";2,768325
"2789-CZANW";"Female";0;"Yes";"Yes";64;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"No";"Yes";"Yes";"Yes";"Two year";"No";"Bank transfer (automatic)";110,300000;6997,300000;"No";2,768325
"2091-RFFBA";"Female";1;"No";"No";31;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";73,900000;2217,150000;"Yes";1,000000
"2114-MGINA";"Female";0;"No";"No";14;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Mailed check";89,800000;1129,100000;"Yes";1,000000
"4489-SNOJF";"Female";0;"Yes";"Yes";35;"Yes";"Yes";"DSL";"Yes";"No";"Yes";"Yes";"Yes";"No";"Month-to-month";"No";"Electronic check";72,250000;2568,550000;"Yes";1,000000
"6899-PPEEA";"Female";1;"No";"No";37;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";96,550000;3580,300000;"Yes";1,000000
"2187-LZGPL";"Female";0;"No";"No";7;"No";"No phone service";"DSL";"No";"Yes";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Credit card (automatic)";40,100000;293,300000;"Yes";1,000000
"9019-QVLZD";"Female";0;"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"No";"Month-to-month";"No";"Electronic check";79,550000;79,550000;"Yes";1,000000
"5808-TOTXO";"Female";0;"No";"Yes";3;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"Yes";"Credit card (automatic)";20,550000;57,400000;"No";2,768325
"5324-KTGCG";"Male";0;"Yes";"No";71;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"No";"Electronic check";20,850000;1539,750000;"No";2,768325
"1455-ESIQH";"Male";0;"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Electronic check";89,100000;89,100000;"Yes";1,000000
"0958-YHXGP";"Female";0;"No";"No";7;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Mailed check";69,900000;497,300000;"No";2,768325
"5743-KHMNA";"Male";0;"No";"No";71;"Yes";"Yes";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Bank transfer (automatic)";25,550000;1898,100000;"No";2,768325
"7130-VTEWQ";"Female";1;"No";"No";8;"Yes";"Yes";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";75,750000;606,250000;"Yes";1,000000
"2200-DSAAL";"Female";0;"No";"No";68;"Yes";"Yes";"DSL";"No";"Yes";"Yes";"No";"Yes";"Yes";"Two year";"Yes";"Electronic check";80,650000;5330,200000;"No";2,768325
"9351-LZYGF";"Female";0;"Yes";"No";42;"Yes";"Yes";"DSL";"Yes";"Yes";"No";"Yes";"No";"No";"Month-to-month";"Yes";"Credit card (automatic)";66,400000;2727,800000;"No";2,768325
"4366-CTOUZ";"Female";0;"No";"No";50;"Yes";"No";"Fiber optic";"No";"Yes";"No";"Yes";"Yes";"Yes";"Two year";"Yes";"Mailed check";100,200000;5038,450000;"No";2,768325
"6121-VZNQB";"Female";0;"No";"No";1;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Month-to-month";"Yes";"Mailed check";19,100000;19,100000;"Yes";1,000000
"6996-KNSML";"Female";0;"No";"No";1;"Yes";"No";"Fiber optic";"No";"No";"Yes";"No";"No";"No";"Month-to-month";"Yes";"Electronic check";74,900000;74,900000;"Yes";1,000000
"9133-AYJZG";"Female";0;"No";"No";23;"Yes";"Yes";"Fiber optic";"No";"Yes";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Credit card (automatic)";98,700000;2249,100000;"No";2,768325
"8680-CGLTP";"Male";0;"No";"No";29;"Yes";"No";"DSL";"Yes";"Yes";"No";"Yes";"No";"No";"One year";"Yes";"Electronic check";58,750000;1696,200000;"No";2,768325
"4737-HOBAX";"Male";0;"Yes";"No";63;"Yes";"Yes";"DSL";"No";"No";"Yes";"Yes";"Yes";"Yes";"Two year";"No";"Credit card (automatic)";79,800000;5034,050000;"No";2,768325
"3340-QBBFM";"Male";1;"Yes";"No";36;"Yes";"No";"DSL";"No";"No";"Yes";"Yes";"No";"No";"One year";"No";"Credit card (automatic)";54,100000;1992,850000;"No";2,768325
"8200-KLNYW";"Female";0;"Yes";"No";21;"Yes";"No";"DSL";"Yes";"No";"Yes";"Yes";"Yes";"Yes";"One year";"No";"Mailed check";80,900000;1714,950000;"No";2,768325
"9896-UYMIE";"Male";0;"No";"No";66;"Yes";"Yes";"Fiber optic";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"One year";"Yes";"Bank transfer (automatic)";114,300000;7383,700000;"No";2,768325
"6980-CDGFC";"Female";0;"Yes";"No";67;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"One year";"Yes";"Bank transfer (automatic)";20,850000;1327,400000;"No";2,768325
"2277-VWCNI";"Female";1;"No";"No";4;"Yes";"Yes";"DSL";"No";"No";"No";"No";"No";"No";"Month-to-month";"No";"Mailed check";48,750000;179,850000;"No";2,768325
"3525-DVKFN";"Female";0;"No";"No";17;"Yes";"No";"No";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"No internet service";"Two year";"No";"Mailed check";19,400000;358,050000;"No";2,768325
"8417-FMLZI";"Male";0;"Yes";"Yes";6;"Yes";"No";"Fiber optic";"No";"Yes";"No";"No";"No";"Yes";"Month-to-month";"Yes";"Credit card (automatic)";83,550000;477,550000;"Yes";1,000000
"0848-ZGQIJ";"Female";0;"Yes";"No";16;"Yes";"No";"Fiber optic";"No";"Yes";"No";"No";"Yes";"Yes";"Month-to-month";"Yes";"Bank transfer (automatic)";94,650000;1461,150000;"No";2,768325
"0515-YPMCW";"Male";0;"No";"Yes";1;"Yes";"No";"Fiber optic";"No";"No";"No";"No";"No";"No";"Month-to-month";"Yes";"Mailed check";70,450000;70,450000;"Yes";1,000000
